,teks,label,clean_teks
221,"Ass, Sy Randy. Mengenai mobil yg sdh sy liat kondisi'y , kebetulan kami berminat. Mohon hub Bapa sy utk dibicarakan hrg netnya Dr.H.DARMAWAN 0812xxxxxxx",1,ass randy mobil lihat kondisiy minat mohon hubung bapa bicara harga net drhdarmawan xxxxxxx
222,"Ass,maaf sy WAHYU.mengenai Mobil bpk yg mau di jual sy sudah lihat dan cocok, Untuk nego hrg silahkan Hub saudara sy di 081219550857 dgn pak JUSMAN SAFEI (TP)",1,assmaaf wahyumengenai mobil jual lihat cocok nego harga silah hubung saudara jusman safei
223,Ass. Maaf sy by hj.suri yang kemarin survey rumah anda. Mengenai harga bisa hub suami saya H. SIGIT tlp 081316005639.terima kasih,1,ass maaf by hjsuri kemarin survey rumah harga hubung suami h sigit telepon terima kasih
224,"Ass.sy SUGIYONO yg tempo hari mngenai mobil TOYOTANYA,sy brminat,cocok,tlong hub sodara sy dlu,untuk negosiasi harganya. A/N ABDULLAH HP 81389909777",1,asssy sugiyono tempo mngenai mobil toyotanyasy brminatcocoktlong hubung saudara dluuntuk negosiasi harga an abdullah hp
225,"Assalamu alaikum,saya RESKI dr Costumer Servis TRI PLAZA SEMANGGI lt.1 JL.jend sudirman jkt pst sdh m-hubungi anda waktu pengundian di lakukan tapi no.anda tdk tersambung, jd kami krimkn lwt SMS sebelum jatuh tempo, bahwa no.anda menang undian dr TRI 2014 jenis hadiah 1unit mobil SUZUKI ERTIGA NEW,dengan PIN 2D45CS77, jadi silahkan cek terlebih dahulu di website www.tricare.jimdo.com /hub  021-40161777 / 08994179888Â ",1,assalamu alaikumsaya reski costumer servis tri plaza semanggi lantai jljend sudirman jakarta mhubungi undi laku noanda sambung krimkn sms jatuh tempo noanda menang undi tri jenis hadiah unit mobil suzuki ertiga newdengan pin dcs silah cek situs hubung
226,"Assalamu alaiqum, nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479, mau telpon nanti di rumah sakit saya ganti uangnya.",1,assalamu alaiqum nenek masuk rumah sakit tolong kirim ulsa ribu nomor telepon rumah sakit ganti uang
227,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,1,ayah isi pulsa xl nomor
228,"Bapak tukokno pulsa AS ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak enteni,penteng bpk ada msalah dikantor polisi,jangan dulu sms/tlp",1,belikan pulsa as ndisek ribu nmrku anyar cepat entenipenteng kantor polisijangan smstlp
229,"BELANJA ONLINE Promo Disc 50% BB Dakota 2,8jt BB Onyx3 2,2jt BB Z10 3,5jt DLL, Info/sms: 085775102735 PIN:BB.2A03F3F2 Atau Klik: www.jaya-olshop.blogspot.com",1,belanja online promo disc bb dakota jt bb onyx jt bb z jt lain infosms pinbbaff klik
230,BELANJA ONLINE TOKO RESKY DISCON 50% BB LAPTOP SAMSUNG IPAD NOKIA DLL U/pemesanan/order Â call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com,1,belanja online toko resky diskon bb laptop samsung ipad nokia lain upemesananorder callsms kunjung situs
231,Belikan dulu mama pulsa simpati 20 ribu ini nomor barunya mama 081223052854. kalau bisa kirim sekarang secepatnya penting. Ini hpnya orang mama pinjam,1,belikan mama pulsa simpati ribu nomor baru mama kirim cepat hpnya orang mama pinjam
232,"Bella bingung bang mau nulis apa, daripada aq nulis panjang2 tapi serba salah, mending langsung ngobrol di tlpn aja deh bang ini no telp aq 0809-100-xxxx :)",1,bella bingung bang nulis nulis serba salah mending langsung ngobrol telepon deh bang nomor telepon xxxx
233,"berkah 1000 poin"" Nomor Anda mndpt Hadiah ke-I Pin d377hi8, silahkan verifikasi Pin Pemenang di situs resmi www.berkah1000poin.wix.com/prize",1,berkah poin nomor mndpt hadiah kei pin dhi silah verifikasi pin menang situs resmi
234,"Berkat isi ulang pulsa No anda T,pilih sbg pemenang Cek tunai Rp.75jt dri PT.M-KIOS PIN:(5N939F7) U/INFO KLIK www.pt-mkios15.blogspot.com",1,berkat isi ulang pulsa nomor tpilih menang cek tunai rpjt ptmkios pinnf uinfo klik
235,Berkat isi ulang pulsa No Anda Terpilih sbg Pemenang kejutan tri Men-dpt cek TUNAI 100jt dr PLANET-3CARE PIN:b8337h9 cek hadiah anda di www.planet-3care2015.blogspot.com,1,berkat isi ulang pulsa nomor pilih menang kejut tri mendpt cek tunai jt planetcare pinbh cek hadiah
236,"BIG SALE !!! DISCOUND 40% Z10-4,4jt IPHONE 5 32GB-3,7jt S.NOTE 2-3,8jt CAMERA, LAPTOP dll PIN BB 28AB8391 Call/sms: 0897-9844-777 Kunjungi www.indracell.com",1,big sale discound zjt iphone gbjt snote jt camera laptop lain pin bb ab callsms kunjung
237,"BIG SALE 50% SINAR Blackberry -Z10 Rp.3,8jt -Dakota Rp 2,8jt -Tourch Rp 2jt -Davis Rp950 rb Infohub/sms: -089664054777 -297CCFA7 www.snr-bb.blogspot.com",1,big sale sinar blackberry z rpjt dakota rupiah jt tourch rupiah jt davis rupiah infohubsms ccfa
238,"Blackberry City Jual Blackberry Discond 40% Dakota 2,5jt Torch2 2,2jt Onyx3 2,1jt Davis 1,3jt Gemini 3G 1,1jt U/info Hub: Ibu.Anita 081315277257 PIN BB:29762D76",1,blackberry city jual blackberry discond dakota jt torch jt onyx jt davis jt gemini jt uinfo hubung ibuanita pin bbd
239,"BLACKBERRY ONLINE BIG SAL 50% BB Z10 Rp. 4 jt DAKOTA Rp.2,8 jt Samsung note II Rp. 3 jt Iphone 5 16GB Rp. 3jt Laptop,camera&DLL Minat, Invite to BBM PIN : 25A4FF8C",1,blackberry online big sal bb z rupiah jt dakota rupiah jt samsung note ii rupiah jt iphone rupiah jt laptopcameradll minat ajak bbm pin affc
240,Bpk/Ibu Mengenai Rekening Anda Terpilih Sebagai Pemenang  Cek 35jt Dri BNI U/Info klik www.promobni46.tk Kode Cek 03299757 Hub.085288991559,1,bpkibu rekening pilih menang cek jt bni uinfo klik kode cek hubung
241,"Bpk/Ibu Yth, Pemilik No.08994150xxx PIN Undian:4881247 Resmi m-dptkan Rp.15jt Cs: 02199545139 atau Klik: 3care2016.com",1,bpkibu hormat milik noxxx pin undi resmi mdptkan rpjt cs klik carecom
242,"BPR SYARIAH di Yogya siap melayani pembiayaan usaha anda.syarat:copy KTP,KK,Buku Nikah, cukup dg jaminan bpkb.sertipikat,proses survey cepat hub: 082133271400",1,bpr syariah yogya layan biaya usaha andasyaratcopy ktpkkbuku nikah jamin bpkbsertipikatproses survey cepat hubung
243,"Butuh Dana Tunai Cepat 25-250 Juta Dgn Bunga Rendah 1,35% Flat/Bln Proses Dijamin 3 Hari Syarat Mudah Info Ibu YANI : 081218986001",1,butuh dana tunai cepat juta bunga rendah flatbln proses jamin syarat mudah informasi yani
244,CAHAYA TRAVEL TIKET Murah & promo untuk penerbangan Domestic & Internasional ONLINE BOOKING 24 jam hub 081310537888 kelik www.cahayatourtravel.com,1,cahaya travel tiket murah promo terbang domestic internasional online booking jam hubung kelik
245,"Casino online terbesar, www.jayabet4.com , daftarkan diri+ Raih bonus referral+ bonus cashback sportsbook 0.25% setiap minggu. Mainkan di Smartphone dan PC anda",1,casino online besar daftar raih bonus referral bonus cashback sportsbook minggu main smartphone pc
246,Dapatkan E-TICKET Promo untuk penerbangan DOMESTIK & INTERNASIONAL melalui Via Online mudah & aman. Hub  085285485509 klick. www.mhegatravel.com,1,dapat eticket promo terbang domestik internasional via online mudah aman hubung klick
247,Dapatkan e-Tiket Murah & Promo Untuk Penerbangan Domestic & International BOOKING ONLINE Info Hub: 085216181177 www.surya-travel.jimdo.com,1,dapat etiket murah promo terbang domestic international booking online informasi hubung
248,"Dapatkan Segera TIKET Murah & Promo DiTRAVEL Kmi,Untuk Penerbangan Domestik & Internasional ONLINE BOOKING 24 Jam Anda Berminat Hub:085318303276",1,dapat tiket murah promo ditravel kmiuntuk terbang domestik internasional online booking jam minat hubung
249,dapatkan total hadiah ratusan juta rupiah di Kota 1000 Berkah. Caranya? Klik www.murahituim3.com/kota1000berkah Program s.d 9 Agustus 2013,1,dapat total hadiah ratus juta rupiah kota berkah klik program sd agustus
250,Daptkn e-TIKET pesawat PROMO melayani Domestik and internasional booking ONLINE cepat & aman hub: 085217845777/082310204777 Link www.citiling-travel.com,1,daptkn etiket pesawat promo layan domestik and internasional booking online cepat aman hubung taut
251,"De inih bapa pake no temen, tolong kirimin pulsa ke no inih soalnya penring banget, nanti di rumah digantiin",1,de inih bapa pakai nomor temen tolong kirimin pulsa nomor inih penring banget rumah digantiin
252,"Di sini saja uangnya ditransfer ke rek Bank xxx (4413-0100-0226-XXX) A/N xxx, kalau sudah SMS di no ini 085215113xxx",1,uang transfer rek bank xxx xxx an xxx sms nomor xxx
253,"Di transfer saja Uang'nya ke rekening BNI ini, a/n. ISMAWATI. Rek: 0248147033. SMS saja klo sdh kirim.",1,transfer uang rekening bni an ismawati rek sms kirim
254,"Dijual ticket SUPER JUNIOR TGL 28/29 APRIL dan LADY GAGA TGL 03 JUNI harga Gold=2,25jt tribun3=1,25jt info hub 0853-9937-1888 lady-ticket.webs.com",1,jual ticket super junior tanggal april lady gaga tanggal juni harga goldjt tribunjt informasi hubung ladyticketwebscom
255,Dptkan e-tiket Promo Untuk Penerbangan Domestic & Internasional Booking ONLINE 24 jam Info Hub : 081316899123,1,dptkan etiket promo terbang domestic internasional booking online jam informasi hubung
256,"Gebyar poin plus-plus INDOSAT Edisi 2013 priode ke'9, No PIN undian anda (d377hi8) Resmi meraih hadiah, utk info  www.gebyarINDOSATpoinplus.weebly.com",1,gebyar poin plusplus indosat edisi priode nomor pin undi dhi resmi raih hadiah informasi
257,GEBYAR telkomselpoin 2013 no anda trpilih pemenang ke-4 pin 277fg49 silahkan verifikasi pin anda disitus resmi www.t-selpoinhadiah.jimdo.com,1,gebyar telkomselpoin nomor trpilih menang pin fg silah verifikasi pin situs resmi
258,"Gratis 120 menit Nelpon ke Sesama Indosat, 120 SMS ke Sesama Indosat&12 MB Internet slma 12 JAM tiap Isi Ulang 12 Rb.IsiUlang pulsamu 12Rb &Nikmati GRATISANnya",1,gratis menit telpon indosat sms indosat mbak internet slma jam isi ulang rbisiulang pulsa nikmat gratis
259,GRATIS 50 SMS ke sesame indosat selama 2 hari. Hanya dengna mengirimkan 50 SMS selama 10-16 Juni 2013. Bonus 1x diberikan maks 2x24jam. Info 100. US6,1,gratis sms sesame indosat dengna kirim sms juni bonus x maks xjam informasi us
260,GRATIS internetan 5MB berlaku utk 7 hari hanya dg isi ulang AXISmu hari ini Rp5.000. Ayo isi ulang sekarang juga & nikmati bonusnya. Info838,1,gratis internetan mbak laku isi ulang axismu rupiah ayo isi ulang nikmat bonus informasi
261,"GRATIS Internetan hg 1000 MB, Nelpon 1000 Menit & 1000 SMS ke Sesama Indosat dg IsiUlang mulai 10Rb.Utk daftar ketik GRATIS kirim ke 123 (GRATIS) lalu isi Ulang",1,gratis internetan hg mbak telpon menit sms indosat isiulang rbutk daftar ketik gratis kirim gratis isi ulang
262,"GRATIS PULSA hingga 250rb selama 7Hari 7Malam CUMA dg isi ulang mulai 10rb. Daftar SEGERA, ketik: GRATIS krm ke123(Reg ckp 1kali)Info: ketik INFO krm ke 123",1,gratis pulsa malam isi ulang daftar ketik gratis kirim kereg ckp kaliinfo ketik informasi kirim
263,"GT-SHOP Disc.41% BB Z10 3jt BB Torch 2jt BB Davis 1jt Minat? Galaxy S4 3,5jt Cp.08994352577 Pin.25A1785B Gili-SMS versi Demo. Http://www/yusiwa.com",1,gtshop disc bb z jt bb torch jt bb davis jt minat galaxy s jt cp pinab gilisms versi demo
264,Guntur ingin berhubungan di Facebook:http://fb.com/l.1lnzH4p0lCM7ruG Balas â€œstopâ€ unruk berhenti menerima sms Facebook.,1,guntur hubung facebook balas stop unruk henti terima sms facebook
265,Hi Trims kmu udh gabung layanan Bung Gita Bicara Bola!Dpt info menarik n Prediksi Akurat dr Bung Gita! 3info/mg 2rb/sms.Stop: unreg Gita ke 3450.CS:0215649770,1,hi trims gabung layan gita bicara boladpt informasi tarik n prediksi akurat gita infomg rbsmsstop unreg gita cs
266,"HQUARTERS Business Residence Lokasi Emas-ASIA AFRIKA Bdg Hrg Prelaunch,PROFIT 140%,ROI 10%/thn Bs LIBUR Byr 2Th TSM 21Des-3Jan www.hquarters.co.id 085794074188",1,hquarters business residence lokasi emasasia afrika bandung harga prelaunchprofit roi libur bayar th tsm desjan
267,"INDOMARCOCELL Menawarkan jdi agenPULSA MKIOS 1CHIP ke semua Oprator harga  V.5=4000, V.10=8000, V.20=16000, Cara gabung ketik:DAFTAR kirim ke 08977628977 #Melukiskan rasa ku tentang kita..",1,indomarcocell tawar agenpulsa mkios chip oprator harga v v v gabung ketikdaftar kirim lukis ku
268,INDOSATpoin Plus-plus 2013 SELAMAT SimCard +6281571xxxx Resmi Terpilih M-dpt HADIAH Pin-b89c7h9-di Sahkan Oleh PT.INDOSAT info klik www.infoindosatpoin.webs.com,1,indosatpoin plusplus selamat simcard xxxx resmi pilih mdpt hadiah pinbchdi sahkan ptindosat informasi klik
269,"INDOVISON PROMO: hanya 299 rbu, nikmati 2 bln berlangganan, GRATIS biaya pasang+bonus cinema 3 (3bln). hub : 087738718255, 08555796717 PIN BB 32F1C805",1,indovison promo rbu nikmat langgan gratis biaya pasangbonus cema hubung pin bb fc
270,"INFO PT.M-KIOS hsil pengundian berkat isi pulsa, Selamat No.HP 0852952xxxxx m-dpt Hadiah PIN Pemenang anda 94ad653 Info klik www.berkat-isiulang-pulsa.webs.com",1,informasi ptmkios hasil undi berkat isi pulsa selamat nohp xxxxx mdpt hadiah pin menang informasi klik
271,INFO RESMI !! Selamat Anda Terpilih sbgi Pemenang' semarak Undian PT.INDOFOOD INDONESIA No pin: d377hi8 Info Pin&hadiah Klik:www.semarak-undianpopmie.webs.com,1,informasi resmi selamat pilih menang semarak undi ptindofood indonesia nomor pin dhi informasi pinhadiah klik
272,INFO RESMI kepada bpk/ibu yang terhormat SELAMAT No ANDA Pemenang ke 2dari pesta isi ulang 3care No PIN:25e477r di undi tadi malam pkl 22:30 di SCTV U/info hadiah anda klik Www.3care16.blogspot.com,1,informasi resmi bpkibu hormat selamat nomor menang pesta isi ulang care nomor per undi malam pkl sctv uinfo hadiah klik
273,INFO RESMI kepada/bpk/ibu yang terhormat SELAMAT No ANDA Pemenang ke 2dari pesta isi ulang 3care. No PIN:25e477r di undi tadi malam pkl 22:30 di SCTV U/info hadiah anda klik Www.tricare16.blogspot.com,1,informasi resmi kepadabpkibu hormat selamat nomor menang pesta isi ulang care nomor per undi malam pkl sctv uinfo hadiah klik
274,"INFO RESMI PT.INDOFOOD No.Anda t'dftr pemenang UNDIAN POP MIE edisi 2013 Mndptkn 1unit ""NISSAN JUKE"" PIN a1c5h79 info,kunjungi www.popmieget.webs.com",1,informasi resmi ptindofood noanda tdftr menang undi pop mie edisi mndptkn unit nissan juke pin ach infokunjungi
275,INFO RESMI PT.INDOFOOD slmt No.anda T.dftar pmnang ke2.POP MIE 2013 Meraih HADIAH 1 Unit 'NISSAN JUKE' dgn pin12xb9v2 U/info kunjungi www.popmie200.webs.com,1,informasi resmi ptindofood selamat noanda tdftar pmnang pop mie raih hadiah unit nissan juke pinxbv uinfo kunjung
276,INFO RESMI PT.TRI CARE PIN Pemenang ( 8jf2177 ) anda m-dptkan HADIAH I unit TOYOTA YARIS U/Info cek pin klik: www.tricare2015.blogspot.com,1,informasi resmi pttri care pin menang jf mdptkan hadiah i unit toyota yaris uinfo cek pin klik
277,Info resmi pt.tri care pin pemenang (8jf2177)  Simcard anda resmi mendapatkan hadiah 1 unit toyota yaris dari no 08968594Ã—Ã—Ã—Ã—,1,informasi resmi pttri care pin menang jf simcard resmi hadiah unit toyota yaris nomor
278,INFO RESMI PT.TRI.3 SimCard anda Resmi M-dptkan Hadiah MOBIL MAZDA-2 KODE PIN: E2747MLB Info Hub: 08996913677 KLIK: www.inforesmi3care.com,1,informasi resmi pttri simcard resmi mdptkan hadiah mobil mazda kode pin emlb informasi hubung klik
279,INFO RESMI SELAMAT!!! NO simCARD Anda Men_dptkn Uang Tunai Rp 45jt. Dr PT.INDOSAT PIN(TBL48VG) info Hub: 085694961118 A/u klik www.indosat-info2013.jimdo.com,1,informasi resmi selamat nomor simcard men dptkn uang tunai rupiah jt ptindosat pintblvg informasi hubung au klik
280,INFO RESMI Tri Care SELAMAT Nomor Anda terpilih mendapatkan Hadiah 1 Unit MOBIL Dri Tri Care Dengan PIN Pemenang: br25h99 info: www.gebeyar-3care.tk,1,informasi resmi tri care selamat nomor pilih hadiah unit mobil tri care pin menang brh informasi
281,"INFO RESMI: PT.INDOFOOD Selamat Anda M-DPT MOBIL NISSAN JUKE, Kejutan Pop Mie. PIN:2F5C4D7 HUBUNGI:085715023547 DRS.H.NALDISUPARMAN www.gebyarpopmie40.webs.com",1,informasi resmi ptindofood selamat mdpt mobil nissan juke kejut pop mie pinfcd hubung drshnaldisuparman
282,"INFO. DANA TUNAI TANPA JAMINAN 20 - 250 JUTA, BUNGA 1,50%, SYARAT PEMILIK KARTU KREDIT PROSES 3 HARI KERJA CALL. FIRLI 021 93417219",1,informasi dana tunai jamin juta bunga syarat milik kartu kredit proses kerja telepon firli
283,"INFO. pinjaman tanpa agunan 10 - 150 jt, Standart Chartered Bank syarat copy KTP, copy kartu kredit, RESMI, MINAT hub : akbar > 021 98391114 / 085714664427 , trimksh.",1,informasi pinjam agun jt standart chartered bank syarat copy ktp copy kartu kredit resmi minat hubung akbar trimksh
284,"INFO:jk anda mau jual Rmh,tanah,mobil,produk/jasa dll PROMOSIKAN sj dg SMS MASSAL biasa hny Rp. 50.000untuk sebar ke10.000 no HP(2jam) hub: 0877399155579 jogja",1,infojk jual rmhtanahmobilprodukjasa lain promosi sms massal rupiah sebar nomor hpjam hubung jogja
285,"Ingin Tahu Angka Jitu! Yg Keluar Putaran Pada Hari ini 20/01/2013 Hubungi : 082-335555-454. mbah TOGEL semarang ""Jamin 100% Tembus"" Raja SHIO (Buka 24 Jam)",1,angka jitu putar hubung mbah togel semarang jamin tembus raja shio buka jam
286,"Ini bpk pnjam hp orng, tlng bliin bpk pls 50rb, krm ke nomr brunya bpk=081215008228, bpk lagi ada msalh di kantor polisi, jgn tlp/sms nnti bpk yg tlp, penting",1,pinjam hp orang tolong bliin pulsa kirim nomr brunya msalh kantor polisi tlpsms nnti telepon
287,"Ini bpk tolong belikan dulu pulsa 20ribu di no barunya bpk karna lagi ada masalah di kantor polisi dan jangan dulu tlp/sms nanti bpk yg tlp, penting.",1,tolong belikan pulsa ribu nomor baru kantor polisi tlpsms telepon
288,Ini no rekeningnya BRI.A/n.A.SRI NARTI NO.rek.2219-01-001948-50-7.,1,nomor rekening brianasri narti norek
289,"ini nomor baru papa, tolong kirimin pulsa 50.000 ke nomor baru papa 085687329010. Papa lagi di kantor polisi, ada masalah. Jangan telepon Papa.",1,nomor papa tolong kirimin pulsa nomor papa papa kantor polisi telepon papa
290,Ini nomor rekeningnya: 5829-01-012786-534. BRI a/n Andika Septiana.,1,nomor rekening bri an andika septiana
291,ini rekeningnya bank bri.no/rek.018801.006474.53.2.a/n:IR MAYANI,1,rekening bank brinorekanir mayani
292,Ini Rekeningnya BANK MANDIRI. NO.Rek:150-00-1002402-2.A/n: MURTIANI,1,rekening bank mandiri norekan murtiani
293,Ini Rekeningnya BRI. Rek: 0881-1010-3433-4506 A/n.RASTO MURDOYO.,1,rekening bri rek anrasto murdoyo
294,Ini rekeningnya mandiri : 900-00-1037951-0 a.n reza prasetya,1,rekening mandiri an reza prasetya
295,Ini Rekeningnya. bank MANDIRI. a/n: ALI SYAMSUDIN. rek: 136-001-198-6939,1,rekening bank mandiri an ali syamsudin rek
296,"Ini, Rekeningnya. Bank BNI No.rek.0277285682 A/n.WAHYUDI ALAMSYAH sms klo sudah dikirim",1,rekening bank bni norek anwahyudi alamsyah sms kirim
297,"ISI PULSA lebih untung di MYVPLUS! selain dpt PULSA kamu bisa lsg dpt voucher diskon, dpt hadiah dan juga dpt point. Yuk klik : http://bit.ly/Myvplus",1,isi pulsa untung myvplus pulsa lsg voucher diskon hadiah point yuk klik
298,Isi ulang Pulsa Rp.5000 regular oleh HD COM 4 SUKSES pada 09/02 12:34.Ref:763179369.GRATIS PULSA sd 250rb hg 7Hr 7Mlm.Ktk:GRATIS krm ke 123,1,isi ulang pulsa rupiah regular hd com sukses refgratis pulsa sd hg mlmktkgratis kirim
299,Isi ulang Pulsa Rp.5000 Regular oleh PUTERA SUKSES pada 11/02 19:57.Ref:78330280.GRATIS PULSA sd 250rb hg 7Hr 7Mlm.Ktk:GRATIS krm ke 123,1,isi ulang pulsa rupiah regular putera sukses refgratis pulsa sd hg mlmktkgratis kirim
300,Jika anda butuh ANGKA jitu GAIB 2D_3D_4D_SGP Yang dijamin 99% tembus. Silahkan SMS 085337807887 MASTERTOGEL,1,butuh angka jitu gaib d d d sgp jamin tembus silah sms mastertogel
301,"Kak, kirimkan dulu pulsa25rb di no baruku ini 085377771822",1,kak kirim pulsarb nomor baru
302,"Kami dr Ktr INDOSAT sdh hub nmr anda tp tdk trsambung,jd kami krm SMS bhw no anda mendpt mobil JAGUAR PIN d377hi8 info www.kejutanindosat-plusplus.weebly.com",1,ktr indosat hubung nomor trsambungjd kirim sms bhw nomor mendpt mobil jaguar pin dhi informasi
303,Kami sdh mnghubungi tdk trsambung SIM CARD anda mendapatkan hadiah ketiga dri PT.AXIS pin [02399877] Klik  www.hadiah-ptaxis.blogspot.co.id,1,mnghubungi trsambung sim card hadiah tiga ptaxis pin klik
304,"Kejutan POIN, hadian Rp 15 jt resmi diberikan untuk pemilik nomor 0812330xxxx. PIN-x7af2547. Untuk Info Kantor Pusat TELKOMSEL 021-23867047, 021-23867048.",1,kejut poin hadian rupiah jt resmi milik nomor xxxx pinxaf informasi kantor pusat telkomsel
305,"Kemudahan dan Keamanan bisnis TOGEL kini Berbentuk online, Bergabung dan raih keberuntungan anda di www.brotogel6.com Satu-satunya situs togel online terpercaya",1,mudah aman bisnis togel bentuk online gabung raih untung satusatunya situs togel online percaya
306,Kepada yth bpk/ibu pelanggan tri saya sumargani dr OPERATOR tri plaza semanggi lt1 jl jend sudirman kav50 jkt pst kirim sms krn nmr anda sulit saya hubungi dengan hal sebagai berikut nmr anda mendapat HADIAH dr promo undian 2013 HADIAH KE4 SUZUKI ERTIGA PIN ANDA:7t899b3 info.www.promotri2013.jimdo.com,1,hormat bpkibu langgan tri sumargani operator tri plaza semanggi lantai jalan jend sudirman kav jakarta kirim sms nomor sulit hubung nomor hadiah promo undi hadiah suzuki ertiga pin andatb informasi
307,Keputusan resmi 3care selamat No.anda Terpilih M'dpt Tabungan Rp.35jt Pin:M902CX8J info kelik www.programisiulang3care.tkÂ ,1,putus resmi care selamat noanda pilih mdpt tabung rpjt pinmcxj informasi kelik
308,"Kesempatan jadi AGEN PULSA MKIOS ALL Operator harga V5=4500, V10=8500, V20=18rb, V25=23rb, V50=45rb, V100=90rb Cara Ketik Daftar kirim ke 087888366677",1,sempat agen pulsa mkios all operator harga v v vrb vrb vrb vrb ketik daftar kirim
309,"Kesempatan menjadi agen pulsa/ALL Operator MKIOS, Harga murah  5=4500, 10=8500, 20=18000, 25=22000, 50=45000, Ketik GABUNG Kirim ke 087775777917",1,sempat agen pulsaall operator mkios harga murah ketik gabung kirim
310,Kirim ke Bank BCA No. Rek : 2731.7942.96 A/n : ANDRIANTO DJUNAEDI usahakan hari ini trms,1,kirim bank bca nomor rek an andrianto djunaedi usaha trms
311,"Kirim ke MANDIRI aja, a/n ARYA. rek: 131-000-7252-937. klo sudah kabarin ya!",1,kirim mandiri an arya rek kabarin ya
312,Kirimi dulu pulsa 20ewu di no ini 085285485839 Mas Agus,1,kirim pulsa ewu nomor mas agus
313,km dari BANK BRI Sdh tlp tdk bs jd km SMS No.PIN Pemenang anda KG65H8K9 M-dpt HADIAH dari Untung Bliung BritAma Info klik www.HadiahkejutangBri.blogspot.com,1,bank bri telepon sms nopin menang kghk mdpt hadiah untung bliung britama informasi klik
314,"Krim ke BNI aja a/n Ayu Suryani no rek 0215891174, klo sudah dikirim kabarin ya!",1,krim bni an ayu suryani nomor rek kirim kabarin ya
315,Layanan VIP GAMES Rp3300/sms 4x/mgg sdh diperpanjang.Nikmati layanan disini:http://live.vipgames.me/?sid=40186483 stop? *123*66#. CS:02152971540,1,layan vip games rpsms xmgg diperpanjangnikmati layan stop cs
316,"Ma"" belikan dulu besok pulsa 20rbu di no baruku ini 085340781778 penting",1,belikan besok pulsa rbu nomor baru
317,"ma, isi dl pulsa 20 rb di nmr ini 085337784732",1,isi pulsa nomor
318,Maaf kami sdah menghubungi tpi tdak tersambung No.Anda resmi meraih hadiah ke-2 dari PT.M-KIOS pinM248K81 u/info hadiah klik www.hadiah-mkios17.blogspot.com,1,maaf hubung sambung noanda resmi raih hadiah ptmkios pinmk uinfo hadiah klik
319,Maaf kami sudah menghubungi tapi tidak tersambung No Anda meraih hadiah ke-2 dr. PT.MKIOS pin Anda M248K81 cek pin Anda di. www.pusat-m-kios7.blogspot.com,1,maaf hubung sambung nomor raih hadiah ptmkios pin mk cek pin
320,Maaf kami sudah menghubungi tapi tidak tersambung Selamat No.Anda resmi meraih hadiah ke-3 dari PT.3CARE Pin b8337h9 u/info klik www.hadiah3care-2016.blogspot.com,1,maaf hubung sambung selamat noanda resmi raih hadiah ptcare pin bh uinfo klik
321,maaf kami sudah menghubungi tpi tdk tersmbung No.anda resmi meraih hadiah ke-2 dri PT.MKIOS PIN M248K81 cek pin anda di www.hadiahresmi-mkios29.blogspot.com,1,maaf hubung tersmbung noanda resmi raih hadiah ptmkios pin mk cek pin
322,"Maaf saya Bu Nur, tanah yang di tanjung api-api saya sudah lihat dan sudah cocok, untuk masalah harga tolong hubungi suami saya aja, pak H.SULAIMAN di no hp. 08xxxxxx, karena kebetulan saya ada acara.Tks",1,maaf bu nur tanah tanjung apiapi lihat cocok harga tolong hubung suami hsulaiman nomor hp xxxxxx acaratks
323,"Maaf' Soal Angsuran bulan ini Pembayaran harus melalui ke bpk.Yogi, HP: 08562115779, soalnya sdh dikuasakan",1,maaf angsur bayar bpkyogi hp kuasa
324,"Maaf tolong uangnya ditransfer saja ke Bank xxx An. xxx No.Rek 2952149xxx, bila sudah ditransfer SMS saja, terima kasih",1,maaf tolong uang transfer bank xxx an xxx norek xxx transfer sms terima kasih
325,"Maaf, hanya iklan penawaran pinjaman uang tunai tanpa jaminan KTA 5JT s.d 200JT dg KTP d KARTU KREDIT, Bunga Flat, simpan sms ni a/hub. 085717559229 , 02199001886",1,maaf iklan tawar pinjam uang tunai jamin jt sd jt ktp d kartu kredit bunga flat simpan sms ni ahub
326,"Maafâ€Ÿ Cuma ingatkan soal kontrakan kalau mau diteruskan/bayar, Harap ke Bpk Chandra, No: 082374910777, Soalnya sys dh kuasakan sepenuhnya. Maaf Cuma sms",1,maaf ingat kontra diteruskanbayar harap chandra nomor sys kuasa sepenuh maaf sms
327,"Maafâ€¦! saya bu RATNA meganai RUMAH saya Sudah liat, soalnya saya lagi di bandara silahkan hubungi suami saya H. ARIF ISKANDAR,SE hp:081218844557 trims.",1,maaf bu ratna meganai rumah lihat bandara silah hubung suami h arif iskandarse hp trims
328,"Mah,esian plz kna no 085741670427 nu 20 rbu ayena",1,mahesian plz kena nomor nu rbu ayena
329,"Mamah pangmeserkeun heula pulsa As, 20 rb,kana nomor ieu, 085347398779 tong nelpon nuju riiweh ayeuna penting!",1,mamah pangmeserkeun heula pulsa as rbkana nomor ieu tong telpon nuju riiweh ayeuna
